--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
309 DYNAVOLT   : SOUPLESSE at level 1, MEGACORNE at level 4, LUMIQUEUE at level 9, DARD-NUEE at level 12, ATTRACTION at level 17, TAILLADE at level 20, REPLI at level 25, REGENERATION at level 28, SECRETION at level 33, VENT ARGENTE at level 36, RAYON SIGNAL at level 41
310 ELECSPRINT : SOUPLESSE at level 1, DARD-NUEE at level 1, MEGACORNE at level 1, VENT ARGENTE at level 1, VIT.EXTREME at level 4, VAMPIRISME at level 9, TENACITE at level 12, SAISIE at level 17, MUR LUMIERE at level 20, TOILE at level 25, DOUBLE-DARD at level 31, TAILLADE at level 39, LUMIQUEUE at level 45, SECRETION at level 53
311 POSIPI     : BROUHAHA at level 1, SEISME at level 4, CONVERSION 2 at level 10, AEROBLAST at level 13, PICOTS at level 19, TIR DE BOUE at level 22, PICPIC at level 28, MIMIQUE at level 31, REGENERATION at level 37, ABIME at level 40, AMPLEUR at level 47
312 NEGAPI     : MEGACORNE at level 1, TAILLADE at level 4, DARD-NUEE at level 10, RAYON SIGNAL at level 13, CHATOUILLE at level 19, LUMIQUEUE at level 22, VENT ARGENTE at level 28, FRENESIE at level 31, REFLET at level 37, DOUBLE-DARD at level 40, KOUD’KORNE at level 47
313 MUCIOLE    : TUNNEL at level 1, ABRI at level 5, CHARGE-OS at level 9, ABIME at level 13, TIR DE BOUE at level 17, LANCE-BOUE at level 21, JET DE SABLE at level 25, DANSE-PLUME at level 29, PROVOC at level 33, TORNADE at level 37
314 LUMIVOLE   : QUEUE-POISON at level 1, DEFLAGRATION at level 5, GAZ TOXIK at level 9, LUMI-ECLAT at level 13, VENT ARGENTE at level 17, ACIDE at level 21, SECRETION at level 25, VAMPIRISME at level 29, TOXIK at level 33, COUP D’MAIN at level 37
315 ROSELIA    : LANCE-SOLEIL at level 1, BALL’GLACE at level 5, LAME-FEUILLE at level 9, MACH PUNCH at level 13, RAFALE FEU at level 17, BALLE GRAINE at level 21, PARA-SPORE at level 25, FEUILLEMAGIK at level 29, SYNTHESE at level 33, VOEU at level 37, GICLEDO at level 41, POING DARD at level 45, ATTRACTION at level 49, TREMPETTE at level 53, DARD-NUEE at level 57
316 GLOUPTI    : ERUPTION at level 1, AMNESIE at level 6, BLUFF at level 9, HURLEMENT at level 14, VAGUE PSY at level 17, PRESCIENCE at level 23, MITRA-POING at level 28, SURPUISSANCE at level 34, BARRAGE at level 34, MUR LUMIERE at level 34, PROTECTION at level 39
317 AVALTOUT   : EXTRASENSEUR at level 1, CHOC MENTAL at level 1, REFLET MAGIK at level 1, RAFALE PSY at level 1, AMNESIE at level 6, TOURMAGIK at level 9, GRIMACE at level 14, LUMI-ECLAT at level 17, REPOS at level 23, DEVOREVE at level 26, STOCKAGE at level 31, TELEKINESIE at level 40, PUISSANCE at level 40, PSYKO at level 40, MUR LUMIERE at level 48
318 CARVANHA   : PIED SAUTE at level 1, BEC VRILLE at level 1, VENDETTA at level 7, BALAYAGE at level 13, PIQUE at level 16, GONFLETTE at level 22, SACRIFICE at level 28, MITRA-POING at level 31, ADAPTATION at level 37, RONFLEMENT at level 43
319 SHARPEDO   : TRIPLE PIED at level 1, STRATOPERCUT at level 1, AMNESIE at level 1, POING-KARATE at level 1, PIED VOLTIGE at level 7, MITRA-POING at level 13, TORNADE at level 16, GONFLETTE at level 22, DANSE-PLUME at level 28, REBOND at level 33, RUNE PROTECT at level 38, CRU-AILE at level 43, CHARME at level 48, SURPUISSANCE at level 53
320 WAILMER    : SURCHAUFFE at level 1, ELECANON at level 5, DEFLAGRATION at level 10, ECRASEMENT at level 14, PILONNAGE at level 19, ROUE DE FEU at level 23, FLAMMECHE at level 28, FEU FOLLET at level 32, RAFALE FEU at level 37, LANCE-FLAMME at level 41, IMPLORE at level 46, QUEUE-POISON at level 50
321 WAILORD    : FEU SACRE at level 1, EMPAL’KORNE at level 1, BROUILLARD at level 1, ERUPTION at level 1, VIT.EXTREME at level 5, SURCHAUFFE at level 10, PIED BRULEUR at level 14, DETRITUS at level 19, RAYON SIGNAL at level 23, POING DE FEU at level 28, DANSEFLAMME at level 32, ZENITH at level 37, LANCE-BOUE at level 44, DESTRUCTION at level 52, ROUE DE FEU at level 59
322 CHAMALLOT  : VAGUE PSY at level 1, PSYKO at level 1, ECHANGE at level 11, LAME-FEUILLE at level 19, BALL’BRUME at level 25, AMNESIE at level 29, PLENITUDE at level 31, HATE at level 35, TOURMAGIK at level 41, TELEPORT at level 49
323 CAMERUPT   : CHOC MENTAL at level 1, REGARD NOIR at level 1, PROTECTION at level 1, SOUPLESSE at level 1, IMITATION at level 11, ECRASEMENT at level 19, PSYKO at level 25, BALL’BRUME at level 29, REFLET MAGIK at level 31, FORCE COSMIK at level 33, PUISSANCE at level 37, METRONOME at level 45, ULTIMAPOING at level 55
324 CHARTOR    : BALL’BRUME at level 1, DEVOREVE at level 4, ABIME at level 7, CHARGE-OS at level 14, MASSD’OS at level 17, CHARGE at level 20, TUNNEL at level 27, TELEPORT at level 30, EXTRASENSEUR at level 33, LUMI-ECLAT at level 40, TELEKINESIE at level 43, BOUCLIER at level 46
325 SPOINK     : ULTRALASER at level 1, ULTRASON at level 7, REFLET at level 10, TRIPLATTAQUE at level 16, RIPOSTE at level 19, SIFFL’HERBE at level 25, BAILLEMENT at level 28, MEGA-SANGSUE at level 34, LILLIPUT at level 37, ATTRACTION at level 37, LANCE-SOLEIL at level 43
326 GRORET     : MUR LUMIERE at level 1, DOUX PARFUM at level 1, GIGA-SANGSUE at level 1, LANCE-SOLEIL at level 1, AVALE at level 7, ECLATEGRIFFE at level 10, LAME-FEUILLE at level 16, PAR ICI at level 19, VAMPIGRAINE at level 25, SIFFL’HERBE at level 28, SYNTHESE at level 37, MEGACORNE at level 43, FURIE at level 43, SACRIFICE at level 55
327 SPINDA     : DEFLAGRATION at level 1, LANCE-FLAMME at level 5, DANSEFLAMME at level 12, BALAYAGE at level 16, DOUX PARFUM at level 23, DARD-NUEE at level 27, FAUX-CHAGE at level 34, VAMPIRISME at level 38, ERUPTION at level 45, FOUET LIANES at level 49, LUMIQUEUE at level 56
328 KRAKNOIX   : POING-ECLAIR at level 1, FRAPPE ATLAS at level 9, ELECANON at level 17, POING DARD at level 25, CONTRE at level 33, CLONAGE at level 41, PIED SAUTE at level 49, GONFLETTE at level 57
329 VIBRANINF  : BALAYAGE at level 1, ELECTACLE at level 1, TRIPLE PIED at level 1, PIED SAUTE at level 1, MITRA-POING at level 9, DETECTION at level 17, ONDE DE CHOC at level 25, ECLAIR at level 33, POING-ECLAIR at level 35, CORPS PERDU at level 41, VENDETTA at level 49, POING-KARATE at level 57
330 LIBEGON    : CAGE-ECLAIR at level 1, DOUBLE PIED at level 1, POING-KARATE at level 1, POING-ECLAIR at level 1, ELECTACLE at level 9, POUV.ANTIQUE at level 17, FATAL-FOUDRE at level 25, MACH PUNCH at level 33, ECLAIR at level 35, SURPUISSANCE at level 41, BALAYAGE at level 53, RIPOSTE at level 65
331 CACNEA     : ROUE DE FEU at level 1, RELACHE at level 1, CANICULE at level 5, PIED BRULEUR at level 9, CHARGE at level 13, POING DE FEU at level 17, ULTIMAPOING at level 21, ZENITH at level 25, FEU SACRE at level 29, RAFALE FEU at level 33, LANCE-FLAMME at level 37, FLAMMECHE at level 41, FEU FOLLET at level 45
332 CACTURNE   : ROUE DE FEU at level 1, ZENITH at level 1, DANSE PLUIE at level 1, DYNAMOPOING at level 1, ADAPTATION at level 5, FEU FOLLET at level 9, FEU SACRE at level 13, GROBISOU at level 17, DEFLAGRATION at level 21, MUR LUMIERE at level 25, CONTRE at level 29, CANICULE at level 35, DANSEFLAMME at level 41, FLAMMECHE at level 47, ERUPTION at level 53
333 TYLTON     : CARNAREKET at level 1, POING METEOR at level 1, VAMPIRISME at level 8, DOUBLE-DARD at level 11, SECRETION at level 18, BLIZZARD at level 21, QUEUE DE FER at level 28, TAILLADE at level 31, AILE D’ACIER at level 38, GIGA-SANGSUE at level 41, MEGACORNE at level 48
334 ALTARIA    : DOUBLE-DARD at level 1, RELACHE at level 1, CARNAREKET at level 1, GRIFFE ACIER at level 1, PSYKO at level 8, AILE D’ACIER at level 11, LUMIQUEUE at level 18, GROBISOU at level 21, MUR DE FER at level 28, PUREDPOIS at level 31, ULTRASON at level 35, TAILLADE at level 40, TOILE at level 45, BALANCE at level 54, POING METEOR at level 59
335 MANGRIFF   : MASSD’OS at level 1, AMPLEUR at level 4, SEISME at level 7, TOURBI-SABLE at level 10, MEGA-SANGSUE at level 13, COUD’BOUE at level 19, JET DE SABLE at level 25, CHARGE-OS at level 31, LIGOTAGE at level 37, ABIME at level 46, LANCE-BOUE at level 55
336 SEVIPER    : EBOULEMENT at level 1, RONFLEMENT at level 7, VANTARDISE at level 10, BUEE NOIRE at level 16, ECRAS’FACE at level 19, DANSE-PLUME at level 25, COUPE-VENT at level 28, POING-ECLAIR at level 34, TEMPETESABLE at level 37, JET-PIERRES at level 43
337 SELEROC    : OURAGAN at level 1, DRACOGRIFFE at level 1, RIPOSTE at level 7, CONTRE at level 13, DANSE DRACO at level 19, DRACOSOUFFLE at level 25, GLAS DE SOIN at level 31, DRACO-RAGE at level 37, VENDETTA at level 43, POING-KARATE at level 49
338 SOLAROC    : ETREINTE at level 1, CRU-AILE at level 1, TENEBRES at level 7, POING OMBRE at level 13, CAUCHEMAR at level 19, RANCUNE at level 25, ONDE FOLIE at level 31, CHARGE at level 37, LECHOUILLE at level 43, ETONNEMENT at level 49
339 BARLOCHE   : VENT ARGENTE at level 1, LUMIQUEUE at level 6, PICANON at level 6, IMITATION at level 11, RANCUNE at level 16, REGENERATION at level 21, COGNOBIDON at level 26, SECRETION at level 26, TAILLADE at level 31, POING-KARATE at level 36, ROULADE at level 41
340 BARBICHA   : VENT ARGENTE at level 1, DOUBLE-DARD at level 1, TOURMAGIK at level 1, MEGACORNE at level 1, CLONAGE at level 6, CAMOUFLAGE at level 6, RAYON SIGNAL at level 11, SOIN at level 16, SECRETION at level 21, ACIDE at level 26, LUMIQUEUE at level 26, DARD-NUEE at level 36, TAILLADE at level 46, ECRAS’FACE at level 56
341 ECRAPINCE  : HYDROBLAST at level 1, GIGA-SANGSUE at level 7, SIPHON at level 10, REPLI at level 13, OCTAZOOKA at level 20, HYDROCANON at level 23, DANSE-LAMES at level 26, ECUME at level 32, COUP D’MAIN at level 35, ETREINTE at level 38, GICLEDO at level 44
342 COLHOMARD  : TOUR RAPIDE at level 1, MACHOUILLE at level 1, CLAQUOIR at level 1, HYDROCANON at level 1, SIPHON at level 7, ULTRALASER at level 10, DANSE PLUIE at level 13, REPLI at level 20, OCTAZOOKA at level 23, CLAIRVOYANCE at level 26, VIT.EXTREME at level 34, LAIT A BOIRE at level 39, DANSE-LAMES at level 44, POING COMETE at level 52
343 BALBUTO    : HYDROBLAST at level 1, TOURNIQUET at level 3, HYDROCANON at level 5, IMPLORE at level 7, OCTAZOOKA at level 11, GLACIATION at level 15, MEGACORNE at level 19, GICLEDO at level 25, VIBRAQUA at level 31, PISTOLET A O at level 37, DANSE PLUIE at level 45
344 KAORINE    : KOUD’KORNE at level 1, TOURNIQUET at level 1, E-COQUE at level 1, BALL’METEO at level 1, OCTAZOOKA at level 3, CLAQUOIR at level 5, DANSE PLUIE at level 7, GICLEDO at level 11, AILE D’ACIER at level 15, VEGE-ATTAK at level 19, OCROUPI at level 25, ECUME at level 31, SIPHON at level 36, DANSE-LAMES at level 42, SOIN at level 55
345 LILIA      : ULTIMAPOING at level 1, TEMPETESABLE at level 8, ULTRALASER at level 15, RELACHE at level 22, JET-PIERRES at level 29, POUV.ANTIQUE at level 36, SONICBOOM at level 43, BOULE ROC at level 50, ROULADE at level 50, SPORE COTON at level 50
346 VACILYS    : BELIER at level 1, AVALE at level 1, ROULADE at level 1, JET-PIERRES at level 1, TEMPETESABLE at level 8, TOMBEROCHE at level 15, TOURNIQUET at level 22, EBOULEMENT at level 29, DARD-VENIN at level 36, BOULE ROC at level 48, BOMB-BEURK at level 60, POUV.ANTIQUE at level 60, HATE at level 60
347 ANORITH    : VENT ARGENTE at level 1, DOUBLE-DARD at level 7, VAMPIRISME at level 13, AVALE at level 19, CHATOUILLE at level 25, DANSE-LAMES at level 31, LAIT A BOIRE at level 37, DARD-NUEE at level 43, TAILLADE at level 49, RAYON SIGNAL at level 55
348 ARMALDO    : BOMB-BEURK at level 1, LUMIQUEUE at level 1, VAMPIRISME at level 1, MEGACORNE at level 1, AFFUTAGE at level 7, DOUBLE-DARD at level 13, DARD-NUEE at level 19, TOILE at level 25, GRIFFE at level 31, VENT ARGENTE at level 37, RAYON SIGNAL at level 46, CLAIRVOYANCE at level 55, TAILLADE at level 64
349 BARPAU     : MASSD’OS at level 1, COUD’BOUE at level 15, TUNNEL at level 30
350 MILOBELLUS : POING METEOR at level 1, PICOTS at level 5, OSMERANG at level 10, DANSE DRACO at level 15, MASSD’OS at level 20, BALL’OMBRE at level 25, SEISME at level 30, ECRAS’FACE at level 35, CHARGE-OS at level 40, JACKPOT at level 45, JET DE SABLE at level 50
351 MORPHEO    : POINGLACE at level 1, STALAGTITE at level 10, MUR LUMIERE at level 10, OSMERANG at level 10, BLIZZARD at level 20, LASER GLACE at level 20, GROBISOU at level 20, POUDREUSE at level 30
352 KECLEON    : POING-ECLAIR at level 1, RELACHE at level 1, BELIER at level 1, ETINCELLE at level 1, FATAL-FOUDRE at level 1, BARRAGE at level 4, ECLAIR at level 7, CHARGEUR at level 12, ELECANON at level 17, FORCE CACHEE at level 24, TONNERRE at level 31, CAGE-ECLAIR at level 40, UPPERCUT at level 49
353 POLICHOMBR : MASSD’OS at level 1, SEISME at level 8, TUNNEL at level 13, COLERE at level 20, PICOTS at level 25, OURAGAN at level 32, JET DE SABLE at level 37, ABIME at level 44, DRACOGRIFFE at level 49, DRACOSOUFFLE at level 56
354 BRANETTE   : CHARGE-OS at level 1, OSMERANG at level 1, OURAGAN at level 1, SEISME at level 1, TOURBI-SABLE at level 8, ABIME at level 13, LANCE-BOUE at level 20, COLERE at level 25, AMPLEUR at level 32, TUNNEL at level 39, COUD’BOUE at level 48, MASSD’OS at level 55, JET DE SABLE at level 64
355 SKELENOX   : STALAGTITE at level 1, DRACOGRIFFE at level 1, DRACO-RAGE at level 5, OURAGAN at level 12, DRACOSOUFFLE at level 16, BLIZZARD at level 23, RIPOSTE at level 27, VENT GLACE at level 34, POUDREUSE at level 38, POINGLACE at level 45, BUEE NOIRE at level 49
356 TERACLOPE  : LASER GLACE at level 1, AVALE at level 1, DRACO-RAGE at level 1, DRACOGRIFFE at level 1, DARD-VENIN at level 5, DANSE DRACO at level 12, STALAGTITE at level 16, OURAGAN at level 23, BALL’GLACE at level 27, PISTOLET A O at level 34, COLERE at level 37, FURIE at level 41, BLIZZARD at level 51, DRACOSOUFFLE at level 58
357 TROPIUS    : BUEE NOIRE at level 1, POING METEOR at level 1, ONDE FOLIE at level 7, TENEBRES at level 11, POING DARD at level 17, CAMOUFLAGE at level 21, CADEAU at level 27, BALL’OMBRE at level 31, LECHOUILLE at level 37, POING-KARATE at level 41, CAUCHEMAR at level 47
358 EOKO       : PSYCHO BOOST at level 1, ECLAIR at level 6, RACINES at level 9, FORCE-NATURE at level 14, DANSE-FLEUR at level 17, VOL-VIE at level 22, CAGE-ECLAIR at level 25, ELECTACLE at level 30, GRIBOUILLE at level 33, CHARGEUR at level 38, POING-ECLAIR at level 41, TRANCH’HERBE at level 46
359 ABSOL      : AEROBLAST at level 1, CRU-AILE at level 5, ELECTACLE at level 9, VIVE-ATTAQUE at level 13, GROZ’YEUX at level 17, PIQUE at level 21, DRACOGRIFFE at level 26, DRACO-RAGE at level 31, EFFORT at level 36, OURAGAN at level 41, REBOND at level 46
360 OKEOKE     : BLABLA DODO at level 1, POING METEOR at level 1, SEISME at level 1, RELAIS at level 15, AILE D’ACIER at level 15, STRIDO-SON at level 15, MUR DE FER at level 15
361 STALGAMIN  : SONICBOOM at level 1, VENT ARGENTE at level 1, FORCE POIGNE at level 7, GRIMACE at level 10, CHARGE at level 16, COGNOBIDON at level 19, EFFORT at level 25, DESTRUCTION at level 28, CROC FATAL at level 34, BLUFF at level 37, RECYCLAGE at level 43
362 ONIGLALI   : LECHOUILLE at level 1, CAUCHEMAR at level 1, ETONNEMENT at level 1, DRACOGRIFFE at level 1, ELECTACLE at level 7, POING OMBRE at level 10, PRLVT DESTIN at level 16, DEPIT at level 19, TENEBRES at level 25, ONDE FOLIE at level 28, COPIE at level 34, RANCUNE at level 42, TOURMAGIK at level 53, BALL’OMBRE at level 61
363 OBALIE     : RANCUNE at level 1, LECHOUILLE at level 1, MANIA at level 1, ONDE FOLIE at level 7, BAILLEMENT at level 13, BALL’OMBRE at level 19, TENEBRES at level 25, GRINCEMENT at level 31, CAUCHEMAR at level 37, ETONNEMENT at level 37, CROISSANCE at level 43, PRLVT DESTIN at level 49
364 PHOGLEUR   : CAUCHEMAR at level 1, ONDE FOLIE at level 1, BALL’GLACE at level 1, CROCHETVENIN at level 1, RANCUNE at level 7, PRLVT DESTIN at level 13, TENEBRES at level 19, CROC DE MORT at level 25, BALL’OMBRE at level 31, DEPIT at level 39, POING OMBRE at level 39, ETONNEMENT at level 47, LECHOUILLE at level 55
365 KAIMORSE   : RANCUNE at level 1, TENEBRES at level 1, CAUCHEMAR at level 1, RAFALE PSY at level 1, POING OMBRE at level 7, DEPIT at level 13, FLEAU at level 19, LIGOTAGE at level 25, LECHOUILLE at level 31, TELEPORT at level 39, PARESSE at level 39, KOUD’KORNE at level 50, PRLVT DESTIN at level 61
366 COQUIPERL  : PIED BRULEUR at level 1, VAMPIRISME at level 1, BOUCLIER at level 1, MEGACORNE at level 1
367 SERPANG    : CROCHETVENIN at level 1, AMNESIE at level 8, REFLET MAGIK at level 15, VOILE MIROIR at level 22, POURSUITE at level 29, RAYON SIGNAL at level 36, DARD-NUEE at level 43, DOUBLE-DARD at level 50
368 ROSABYSS   : DEFLAGRATION at level 1, POING DE FEU at level 8, REFLET at level 15, FEU FOLLET at level 22, ASSISTANCE at level 29, CROISSANCE at level 36, DANSEFLAMME at level 43, GRONDEMENT at level 50
369 RELICANTH  : HYDROBLAST at level 1, BROUHAHA at level 1, BERCEUSE at level 8, CHARGE at level 15, VANTARDISE at level 22, DOUX BAISER at level 29, RONFLEMENT at level 36, MEGAPHONE at level 43, BOMB’OEUF at level 50, DANSE-LAMES at level 57, GRIMACE at level 64
370 LOVDISC    : JET-PIERRES at level 1, POUV.ANTIQUE at level 4, EBOULEMENT at level 12, TEMPETESABLE at level 16, BOULE ROC at level 24, ROULADE at level 28, TOMBEROCHE at level 36, TRIPLATTAQUE at level 40, COPIE at level 48
371 DRABY      : CROCHETVENIN at level 1, ACIDE at level 5, BOMB-BEURK at level 9, ACIDARMURE at level 17, DARD-VENIN at level 21, GAZ TOXIK at level 25, FLAMMECHE at level 33, GRINCEMENT at level 37, QUEUE-POISON at level 41, POUDRE TOXIK at level 49, PUREDPOIS at level 53
372 DRACKHAUS  : PUREDPOIS at level 1, ACIDARMURE at level 1, UPPERCUT at level 1, BOMB-BEURK at level 1, CROCHETVENIN at level 5, DETRITUS at level 9, CROC FATAL at level 17, TOXIK at level 21, QUEUE-POISON at level 25, ACIDE at level 30, DARD-VENIN at level 38, GAZ TOXIK at level 47, POUDRE TOXIK at level 56, CONVERSION 2 at level 69, FRUSTRATION at level 78
373 DRATTAK    : QUEUE-POISON at level 1, TORNADE at level 1, TRANCHE at level 1, CROC DE MORT at level 1, ACIDARMURE at level 5, LUMI-ECLAT at level 9, TOXIK at level 17, SPORE at level 21, CAMOUFLAGE at level 25, ULTRASON at level 30, CROCHETVENIN at level 38, DETRITUS at level 47, ACIDE at level 50, CLONAGE at level 61, PUREDPOIS at level 79, BOMB-BEURK at level 93
374 TERHAL     : PIED SAUTE at level 1
375 METANG     : PIED VOLTIGE at level 1, CADEAU at level 20, CASSE-BRIQUE at level 20, SURPUISSANCE at level 26, EBOULEMENT at level 32, JET-PIERRES at level 38, POUV.ANTIQUE at level 44, DOUBLE PIED at level 50, DYNAMOPOING at level 56, GROBISOU at level 62
376 METALOSSE  : MITRA-POING at level 1, RIPOSTE at level 1, ROULADE at level 1, PIED VOLTIGE at level 1, COUP-CROIX at level 20, CONTRE at level 20, POUV.ANTIQUE at level 26, TEMPETESABLE at level 32, BALAYAGE at level 38, RAFALE FEU at level 44, TENACITE at level 55, FACADE at level 66, CORPS PERDU at level 77
377 REGIROCK   : JET-PIERRES at level 1, BOULE ROC at level 9, EBOULEMENT at level 17, PSYKO at level 25, TEMPETESABLE at level 33, POUV.ANTIQUE at level 41, TOMBEROCHE at level 49, ROULADE at level 57, PROTECTION at level 65
378 REGICE     : ULTIMAPOING at level 1, BRUME at level 9, LUMIQUEUE at level 17, COUP D’BOULE at level 25, PATIENCE at level 33, BUEE NOIRE at level 41, PSYKO at level 49, GUILLOTINE at level 57, STALAGTITE at level 65
379 REGISTEEL  : EBOULEMENT at level 1, TOMBEROCHE at level 9, BOULE ROC at level 17, POUV.ANTIQUE at level 25, VIVE-ATTAQUE at level 33, LECHOUILLE at level 41, JET-PIERRES at level 41, TEMPETESABLE at level 49, FACADE at level 57, ROULADE at level 65
380 LATIAS     : PIED SAUTE at level 1, COUP D’BOULE at level 5, CROCO LARME at level 10, MITRA-POING at level 15, COGNE at level 20, ASSISTANCE at level 25, RIPOSTE at level 30, CASSE-BRIQUE at level 35, COUP-CROIX at level 40, ETREINTE at level 45, FRUSTRATION at level 50
381 LATIOS     : GRIFFE ACIER at level 1, CLONAGE at level 5, ASSISTANCE at level 10, CRU-AILE at level 15, MUR DE FER at level 20, FAUX-CHAGE at level 25, AEROPIQUE at level 30, MIMIQUE at level 35, REBOND at level 40, STRIDO-SON at level 45, AILE D’ACIER at level 50
382 KYOGRE     : STIMULANT at level 1, FEU FOLLET at level 5, ERUPTION at level 15, DANSEFLAMME at level 20, PILONNAGE at level 30, ZENITH at level 35, PIED BRULEUR at level 45, POING DE FEU at level 50, FORCE CACHEE at level 60, DEFLAGRATION at level 65, SURCHAUFFE at level 75
383 GROUDON    : PIQUE at level 1, BEC VRILLE at level 5, MIMIQUE at level 15, REBOND at level 20, AEROPIQUE at level 30, RAFALE FEU at level 35, AEROBLAST at level 45, DANSE-PLUME at level 50, CRU-AILE at level 60, BROUHAHA at level 65, EMPAL’KORNE at level 75
384 RAYQUAZA   : QUEUE-POISON at level 1, STRATOPERCUT at level 5, CROCHETVENIN at level 15, LAME-FEUILLE at level 20, DETRITUS at level 30, POUDRE TOXIK at level 35, GAZ TOXIK at level 45, REGARD NOIR at level 50, BOMB-BEURK at level 60, ATTRACTION at level 65, DARD-VENIN at level 75
385 JIRACHI    : DARD-VENIN at level 1, DETRITUS at level 1, CROCHETVENIN at level 5, FRENESIE at level 10, MIMIQUE at level 15, TOMBEROCHE at level 20, ULTIMAPOING at level 25, BOMB-BEURK at level 30, SEISME at level 35, ACIDE at level 40, TREMPETTE at level 45, POUDRE TOXIK at level 50
386 DEOXYS     : DANSE DRACO at level 1, DRACOSOUFFLE at level 1, COLERE at level 5, OURAGAN at level 10, VEGE-ATTAK at level 15, DRACO-RAGE at level 20, DRACOGRIFFE at level 25, CROCHETVENIN at level 30, QUEUE-POISON at level 35, CASSE-BRIQUE at level 40, PUISSANCE at level 45, ACIDE at level 50

--Trainers Pokemon--
#1 (MONTAGNARD EMILIEN)@317B88 - LAGGRON Lv38
#2 (TEAM AQUA SBIRE)@317BB0 - SHARPEDO Lv58
#3 (TEAM AQUA SBIRE)@317BD8 - KAIMORSE Lv56, DEOXYS Lv56
#4 (TEAM AQUA SBIRE)@317C00 - NIDOKING Lv58
#5 (TEAM AQUA SBIRE)@317C28 - PARASECT Lv58
#6 (TEAM AQUA SBIRE)@317C50 - NIDOKING Lv65
#7 (TEAM AQUA SBIRE)@317C78 - CHARTOR Lv65
#8 (TEAM AQUA SBIRE)@317CA0 - ALIGATUEUR Lv65
#9 (ELEVEUR LARA)@317CC8 - XATU Lv47, TENGALICE Lv47, ELECTHOR Lv47, ENTEI Lv47, LEUPHORIE Lv47, REGICE Lv47
#10 (TEAM AQUA SBIRE)@317CF0 - MINIDRACO Lv17
#11 (TOPDRESSEUR MARCEL)@317D18 - DRACOLOSSE Lv53, COLOSSINGE Lv53
#12 (ORNITHOLOGUE HUBERT)@317D40 - ENTEI Lv54, NOADKOKO Lv54
#13 (COLLEC ED)@317D68 - MAGNETON Lv54, CERFROUSSE Lv54
#14 (TEAM AQUA SBIRE)@317D90 - KAIMORSE Lv65
#15 (NAGEUR ARNO)@317DB8 - TOGETIC Lv61
#16 (TEAM AQUA SBIRE)@317DE0 - POISSIRENE Lv20
#17 (TEAM AQUA SBIRE)@317E08 - LAMANTINE Lv49, PHARAMP Lv49
#18 (TEAM AQUA SBIRE)@317E30 - MUCIOLE Lv49, CAMERUPT Lv49
#19 (TEAM AQUA SBIRE)@317E58 - WAILORD Lv47, AKWAKWAK Lv47, SABLAIREAU Lv47
#20 (TEAM AQUA SBIRE)@317E80 - AZUMARILL Lv28
#21 (TEAM AQUA SBIRE)@317EA8 - CAPUMAIN Lv25, TENGALICE Lv25
#22 (TEAM MAGMA SBIRE)@317ED0 - TYRANOCIF Lv58
#23 (TEAM AQUA SBIRE)@317EF8 - CHAPIGNON Lv58
#24 (TEAM AQUA SBIRE)@317F20 - POISSOROY Lv58
#25 (TEAM AQUA SBIRE)@317F48 - LOKHLASS Lv54, HYPNOMADE Lv54
#26 (TEAM AQUA SBIRE)@317F70 - ENTEI Lv50
#27 (TEAM AQUA SBIRE)@317F98 - MARAISTE Lv58
#28 (TEAM AQUA SBIRE)@317FC0 - TYPHLOSION Lv58
#29 (EXPERT FLORIAN)@317FE8 - SCARHINO Lv54, RAFFLESIA Lv54
#30 (ADMIN AQUA MATTHIEU)@318010 - VACILYS Lv61, URSARING Lv61
#31 (KARATEKA FREDDY)@318038 - LANTURN Lv56
#32 (ADMIN AQUA SARAH)@318060 - KICKLEE Lv50, LEUPHORIE Lv50
#33 (ADMIN AQUA SARAH)@318088 - SCARABRUTE Lv67, DONPHAN Lv67
#34 (LEADER AQUA ARTHUR)@3180B0 - GALOPA Lv74, ROSABYSS Lv74, MONAFLEMIT Lv78
#35 (MYSTIMANIAC ERIN)@3180D8 - NINJASK Lv56
#36 (AROMA NINA)@318100 - PARAS Lv25, LOUPIO Lv25
#37 (AROMA ROSE)@318128 - CRUSTABRI Lv25, CARATROC Lv25, SCARABRUTE Lv25
#38 (TOPDRESSEUR NIELS)@318150 - AVALTOUT Lv78, ROUCARNAGE Lv78
#39 (AROMA VIOLETTE)@318178 - JUNGKO Lv47, FARFURET Lv47
#40 (AROMA ROSE)@3181A0 - CAMERUPT Lv47, KAIMORSE Lv47
#41 (AROMA ROSE)@3181C8 - MIGALOS Lv50, ROIGADA Lv50, MEGANIUM Lv50
#42 (AROMA ROSE)@3181F0 - GALOPA Lv56, NOSTENFER Lv56, FEUFOREVE Lv56
#43 (AROMA ROSE)@318218 - JOLIFLOR Lv61, FEUNARD Lv61, ALTARIA Lv61
#44 (RUINEMANIAC ARMAND)@318240 - NOCTALI Lv42
#45 (RUINEMANIAC ALPHONSE)@318268 - ELECSPRINT Lv49, FLORIZARRE Lv49, ROIGADA Lv49
#46 (RUINEMANIAC EMILE)@318290 - MUCIOLE Lv46, HARIYAMA Lv46
#47 (RUINEMANIAC ARMAND)@3182B8 - LUDICOLO Lv49
#48 (RUINEMANIAC ARMAND)@3182E0 - GRORET Lv54
